Episode;Steps;Total_Rewards
142;621;206.6988868442681
143;660;123.98930472996159
144;287;246.59237813261905
145;549;238.39996697850148
146;236;-266.7249487981891
147;374;233.17906722228977
148;167;-59.16274722895602
149;279;10.427132108166234
150;264;290.89949234850604
151;445;133.38590390422655
152;426;221.16696716809628
153;503;-64.52603277443652
154;102;-178.34926404867548
155;317;-142.1315581352315
156;509;218.43068745631527
157;481;210.13448206035451
158;518;219.11489059009742
159;412;266.68008459234295
160;650;163.48760070833225
161;561;168.95971702195087
162;758;187.1544489717722
163;999;-18.120999368020414
164;306;286.28090073214264
165;658;198.98855847375512
166;677;229.4239816616635
167;138;-41.55626445347232
168;597;-110.25713884389383
169;701;171.21285566497332
170;129;-167.03500370556333
171;475;237.87504959100715
172;360;241.24607808839144
173;436;204.93399597807763
174;644;-198.0825059599909
175;417;193.72523002331155
176;999;-73.87773997660187
177;569;241.8263144834886
178;516;230.01186662983818
179;407;183.6386413935881
180;119;-0.48830949382956135
181;78;-17.480818215981074
182;433;229.67512228191168
183;478;202.16199869598944
184;549;197.53776152282083
185;225;208.0374873451602
186;894;93.3855192891934
187;595;186.41025791058408
188;541;215.19503998051783
189;360;224.26232747191327
190;363;232.76605692417058
191;295;292.55672223070644
192;496;-183.47425078262802
193;173;-67.60022966931707
194;410;233.13770201628
195;720;169.0448937637217
196;621;188.0771996263413
197;999;-46.009117613396214
198;153;6.312467411555005
199;440;188.40555142639033
200;403;261.5965679969179
201;621;188.03935890961816
202;455;231.49079284667155
203;359;283.4682942631661
204;573;160.31558020964053
205;999;59.625081247875556
206;301;282.57089198064125
207;629;204.78768849898563
208;385;238.85551876955353
209;226;-29.635197027811472
210;285;160.31267406899798
211;503;225.3677605465628
212;598;211.52099852157087
213;433;241.95430252424356
214;498;223.81887683305197
215;372;218.469144248877
216;238;279.82526324675894
217;690;177.510189084432
218;139;-24.691872163201538
219;446;190.98406748773914
220;507;200.9173499768598
221;265;231.42687784379976
222;621;141.8305554012356
223;350;241.78344640285187
224;296;264.96989122296804
225;252;229.6291570209102
226;999;-62.84030591235006
227;259;219.69274167032162
228;440;238.9018440416819
229;244;-7.906659663398116
230;332;286.7136517461572
231;457;200.74250378550713
232;321;241.0045752898085
233;234;228.0422519169147
234;546;162.26377681761767
235;924;125.20835526027705
236;331;248.73058375258637
237;384;164.04273836030535
238;316;210.55546758995868
239;365;230.93037940312934
240;377;233.3018416252445
241;257;287.12503624990137
242;430;175.62897566977193
243;422;201.32380854269212
244;515;216.2118445668949
245;613;241.63182527999066
246;603;129.07362982108359
247;455;203.32316809854257
248;469;215.49312140888753
249;361;285.8537477656747
250;780;105.49442154710243
251;308;243.31549569405288
252;317;258.69172947687406
253;368;234.08859918706307
254;410;-24.50787386418429
255;409;-71.9326441463677
256;999;-53.62044040384916
257;377;225.5752737707246
258;213;279.1615165728648
259;686;218.4267944896733
260;223;26.301280391250316
261;264;248.38328345546154
262;348;250.9738158098355
263;364;263.08744707808495
264;278;237.7026591559084
265;324;-147.44097003157916
266;313;269.82887803364713
267;311;241.28863075199266
268;453;268.89993791409705
269;540;190.105720356785
270;265;262.4956876234371
271;425;224.2576498648832
272;490;210.43105687764387
273;139;-78.74960724342466
274;375;244.66644911346728
275;457;208.5502914351482
276;663;225.43483248147282
277;351;260.70940081748086
278;381;240.36534788987268
279;371;230.63936955109062
280;351;248.8696127219183
281;804;210.04472217036135
282;61;-22.855587063350526
283;290;268.3346722948007
284;347;241.61245711406787
285;367;228.94200476953796
286;271;211.98580243681326
287;352;256.32271374389757
288;335;292.81834388121547
289;262;238.95758000293787
290;516;251.44686885864863
291;168;-73.72197635899178
292;556;218.6118243852053
293;709;237.7071030077127
294;563;183.62861140975787
295;251;278.89059096947267
296;436;262.9500184227166
297;367;184.77436220980297
298;453;213.15165279694537
299;259;239.29770365402686
300;302;226.62012099935237
301;328;240.169405651521
302;280;236.28907707334048
303;316;254.11652785900736
304;320;268.1445753287787
305;459;191.55757151964988
306;378;249.0760912645163
307;301;295.44516086538556
308;272;257.3839949292535
309;532;257.58356974409264
310;453;238.82830336031103
311;422;264.7485482827183
312;765;165.2548986928745
313;337;209.81418413376355
314;351;264.95585916065664
315;284;254.22619463994408
316;513;243.1507215704204
317;387;244.65705430205583
318;356;146.7830489900221
319;999;-0.5972557805562317
320;251;261.6463675058922
321;267;253.58655207053533
322;289;286.3541215788838
323;262;312.2952204413689
324;534;241.42565212538904
325;279;240.01497876389774
326;392;251.98274594599852
327;244;247.30191127747952
328;375;262.00747838077905
329;287;239.04062075061404
330;446;231.1680698093544
331;363;242.9975820176187
332;329;272.7852514667453
333;355;213.5595613176784
334;703;125.19474299002898
335;569;227.06281256712126
336;345;291.9817671656674
337;252;222.83984955578077
338;293;259.99591314268434
339;263;252.7846558452639
340;271;241.6618118726373
341;232;200.13911773797412
342;265;269.61904642207634
343;316;231.19518853811834
344;298;223.11252518355946
345;313;210.04120254855516
346;513;212.68722991337353
347;283;270.28580768605775
348;307;272.36655525466574
349;491;229.43822044017492
350;999;65.79738109824545
351;477;275.9071278507131
352;673;89.96530857238784
353;346;236.1811686491573
354;240;267.29868007305447
355;570;219.85637978786366
356;298;260.4369596062939
357;220;219.50973715497548
358;348;287.9912910875514
359;490;265.1182922777941
360;251;278.49759795546476
361;400;284.2282297815263
362;341;236.7928140875895
363;658;251.81393813547186
364;359;240.96378272901697
365;368;292.58960169430804
366;323;229.05297075079653
367;313;228.20935781914162
368;191;212.99288548162832
369;368;223.3934830685027
370;230;-72.46907964733242
371;330;276.69087298990564
372;308;243.90549159055655
373;323;232.13847987523172
374;252;247.97074527342647
375;558;256.64994555573156
376;623;159.68919352226547
377;771;192.68732233219387
378;355;216.6873617406697
379;365;218.47605736075184
380;325;246.95445131327907
381;356;255.15583903704118
382;426;221.35661057090812
383;540;179.42060541115583
384;304;257.90569595487284
385;408;255.07058476189204
386;283;230.76236053701555
387;288;273.72417391580166
388;412;201.94163542210745
389;226;245.05873256260037
390;322;292.85176554363386
391;394;261.55632242122545
392;415;207.7286741404169
393;336;281.1028157284425
394;365;235.9172201627299
395;403;236.77978197654022
396;251;291.13196965502755
397;322;225.6963710528573
398;424;276.549651078269
399;295;241.89643807765017
400;271;252.54375861064042
401;153;-11.020579399026047
402;282;253.96838137319034
403;342;273.7407828281556
404;364;264.5378694821905
405;442;255.60739406818425
406;451;245.4591685097341
407;264;252.90096877033696
408;272;236.08697648705586
409;999;129.82797768414247
410;641;259.6350781015671
411;298;293.2395761968015
412;281;270.1404828660185
413;341;242.83450784371544
414;317;215.88510748267805
415;270;273.1192569593321
416;149;-35.57487551263998
417;124;-44.701601517117
418;272;255.86306153391467
419;364;240.27469573557744
420;423;202.63601721529437
421;276;276.6335616680109
422;395;228.60651803762724
423;460;275.00304597056504
424;356;247.00443844704756
425;366;253.6554669514885
426;325;224.2476559178952
427;181;26.47505055302865
428;227;268.7215090120487
429;119;11.41909746194034
430;267;224.1213846597869
431;284;231.7166038651087
432;257;231.29335434643156
433;260;252.2531992458888
434;278;251.66900361723086
435;580;264.58465626874727
436;472;264.75231357433825
437;183;283.9107466848922
438;370;266.749622197898
439;361;250.99708274948784
440;484;202.5855042648422
441;370;222.31514888125076
442;538;234.257745861926
443;242;218.2686172416753
444;327;243.85954896595433
445;239;247.27670334058953
446;215;21.70508849745542
447;496;270.35833283401587
448;530;268.7797641166667
449;336;240.9625579555327
450;584;257.20276360209175
451;265;267.79405627650965
452;257;172.2257110151201
453;371;282.6262939409853
454;379;215.36161193714852
455;933;175.0168636667674
456;337;217.0056453982571
457;293;239.54756729430517
458;416;215.96133280453498
459;175;241.2167160487263
460;245;293.9532153558516
461;286;300.1328761626608
462;235;259.2539170032459
463;352;271.69043070449004
464;412;199.2337144773793
465;364;169.05435962875038
466;404;283.4613206369443
467;296;258.5819850083872
468;303;234.31541332335746
469;296;287.37259910039245
470;419;242.93252774156403
471;464;232.5818780160763
472;339;262.2535702566739
473;191;247.19929943630999
474;233;240.04169291801102
475;264;253.18482138656586
476;280;250.9339057080703
477;100;-161.00182796778296
478;247;237.17396406924496
479;336;238.2401896947759
480;252;242.83034816267687
481;99;-294.09519418877846
482;143;4.736456552402984
483;222;203.17931761770274
484;264;258.70962323167856
485;442;214.4170292824112
486;227;267.92084496528423
487;268;290.3726703461016
488;159;55.0309777780451
489;265;-8.82577499323233
490;426;234.999565962364
491;607;237.9167061697731
492;250;241.5844191714711
493;999;97.21258539828456
494;398;169.1822393092794
495;516;174.5440645741815
496;294;208.93087728595714
497;281;221.42432345575594
498;327;227.8001478521014
499;281;289.03009623763825
500;246;274.50343760402814
