Episode;Steps;Total_Rewards
252;799;-34.96188026967636
253;799;-2.389883887927132
254;799;-61.50538301969284
255;799;31.253357521176742
256;799;-5.173424392921975
257;799;34.7111504392342
258;582;290.7325364432219
259;799;-59.51894493521407
260;799;-52.513042677166055
261;799;-48.105346100874954
262;799;-7.727683882797866
263;799;-67.04742307940808
264;799;-71.3106588888264
265;744;258.6587133191654
266;799;-54.564919942810334
267;799;1.8222680809183287
268;799;51.43703769389749
269;799;-17.950019427893178
270;799;-63.605774093610364
271;799;10.315005562248984
272;799;-34.97537545993261
273;799;21.888454536592178
274;799;-43.45610070809145
275;799;-18.880528450269928
276;799;3.9221584059600474
277;799;-22.218639626237533
278;799;-23.45123816969227
279;799;-71.68551944628493
280;799;-51.91865814931343
281;799;0.03863381874411709
282;799;-61.54213036439657
283;799;-64.69453466802948
284;799;-73.6296081830248
285;799;-38.460028391039806
286;799;-24.40184790418852
287;799;-25.663046706482294
288;799;-47.93429323098724
289;799;-28.320741177026
290;799;-33.635240612181754
291;799;-42.80771032939791
292;799;-65.09641155516505
293;799;-0.08652020412572997
294;799;-67.23553451675448
295;799;0.05123621398402456
296;799;-51.35276793242856
297;799;23.75165176389326
298;799;-63.34659046281001
299;799;-71.57465882081867
300;799;-70.69423519810101
301;799;12.192809360899357
302;799;-32.480156250390316
303;799;-79.8434192655255
304;799;-61.934712170551585
305;799;-45.29520848450564
306;509;-105.47165854700035
307;799;-35.01494892213458
308;799;-39.0498647452458
309;799;-38.19158671177948
310;799;-45.01210710272893
311;799;-18.326810610956226
312;799;-46.354625555017186
313;799;-67.75329289362932
314;799;-33.83523411030639
315;799;-72.77534164289128
316;799;-31.934590166279172
317;799;-35.66273708313159
318;799;-40.15180526120717
319;799;-65.03640844294249
320;799;-64.20652026343579
321;799;-42.60373526010804
322;799;-27.12510196016593
323;799;-5.6917192614383785
324;583;-120.89239890992462
325;799;-35.0747791381912
326;799;-49.228123321815474
327;799;-88.50564911752349
328;799;-56.81945250899953
329;799;-82.56274536635551
330;799;-42.157984197081845
331;799;-73.35092540696657
332;799;-20.080132114644364
333;799;-51.311923773119375
334;799;-18.354753559713796
335;602;-130.90279219801033
336;799;-39.85698156659047
337;799;-50.84526418595508
338;799;-54.908334006791605
339;523;-142.25122303060954
340;799;-29.912381734461974
341;799;-71.60811716464187
342;445;-95.19004903524377
343;799;-49.723924647987815
344;799;-10.456908713407087
345;799;-35.54216712024036
346;799;-41.03062045176124
347;799;-60.839852969770675
348;799;-52.92594151319541
349;799;-34.64433340952557
350;799;-23.093737780917163
351;799;-96.21926231126618
352;799;-25.846311291007932
353;799;-30.07619579407102
354;757;-157.00465111401567
355;679;-172.52596270980004
356;799;-72.37232859645134
357;799;-63.39020828870164
358;799;-56.18608017462752
359;799;-83.5515616420819
360;799;-43.282035700174546
361;559;-134.83904161692166
362;799;-40.47212445931591
363;799;-48.84300563327619
364;799;-67.46269104258496
365;799;-32.87401920689813
366;799;-56.859399981762635
367;799;-64.41344498870828
368;799;-69.96296462784251
369;799;-20.95002538993277
370;799;-32.13929826911669
371;799;-66.92194055549301
372;799;-50.68760608417551
373;799;-17.66597906759172
374;799;-20.765121254959883
375;799;-66.82481586577096
376;799;-47.93132631235093
377;799;-50.75169705568391
378;799;-39.676724584957725
379;799;-79.05496618414442
380;464;-103.41761888024884
381;799;-49.185374369179286
382;799;-27.67369747230713
383;535;-100.94774056694081
384;799;-45.65779850813516
385;730;-137.05048450605298
386;799;-45.94558660189833
387;799;-69.91007674208274
388;799;-35.075171427833226
389;799;-57.480978379239005
390;799;-70.6988013294885
391;799;-23.894954996446106
392;799;-34.656100035471894
393;799;-59.66755859035079
394;799;-72.3665400424855
395;470;-93.88469996768913
396;799;-45.73586340733854
397;799;-49.12068945778315
398;799;-51.54047828054981
399;799;-39.852758035788064
400;799;-47.78931187965687
401;799;-64.26891693232926
402;799;-40.20831830361485
403;799;-46.669041173333675
404;799;-28.988237278489002
405;799;-64.06088616736848
406;799;-37.28583092272868
407;799;-39.01649373993977
408;799;-50.149931261732576
409;799;-75.28217556046452
410;799;-39.51301980463914
411;799;-48.64175022184551
412;799;30.90646312887541
413;799;-59.43285808582738
414;799;-48.32071641568276
415;481;-99.89331137148922
416;740;-156.09389122175844
417;799;-53.67107884604226
418;799;-70.37230005816647
419;799;-40.071169530992634
420;799;-29.074654105091533
421;799;-71.08741423981718
422;799;-53.881984811477466
423;799;-41.12170479496521
424;726;-155.65150654579293
425;799;-91.86598519941262
426;799;-86.74088179908046
427;799;-81.84365017053308
428;799;-60.43446598748886
429;799;-86.34205074452069
430;799;-49.896403852385404
431;247;-55.76663317360716
432;799;-56.95548733565951
433;799;-65.26473385836736
434;351;-88.23562392175916
435;669;-157.30801951079616
436;799;-58.23911142179074
437;799;-43.99247336134044
438;799;-95.91745263522645
439;799;-64.78173630636512
440;799;-54.192330762460855
441;799;-60.98575428537055
441;999;-109.38860724173048
442;999;-82.4649596154613
443;610;-168.7239554757653
444;370;-98.34659557873063
445;999;-103.86866805703615
446;979;-202.36077791629214
447;999;-79.9788547868178
448;999;-132.654137661271
449;999;-18.758520877645918
450;999;-66.68795331546742
451;999;-80.53426835774206
452;994;-214.06734566737208
